"corpus","preloaded/trends_en"
"subcorpus","-"
"concordance size","10000"
"query","Query:alemma,[word=""natural""];Random sample:10000"
"Reference","Left","KWIC","Right"
"2019-08-28","was unlikely to be an option for them, since neither seemed physically capable of carrying an embryo to term. </s><s> Any hope of","natural","mating vanished entirely last year, when the only male northern white rhinoceros died. </s><s> That rhino, called Sudan, had"
"2019-08-28","thriving, but I was no longer getting as many freelance opportunities as I had before. </s><s> Was I being punished for going","natural","? </s><s> My theory was all but validated when that same news director and another male manager pulled me aside at the National"
"2019-09-09","natural gas used for domestic, commercial and industrial heating applications. </s><s> It can substitute as a fuel replacing","natural","gas for existing and new gas turbine combined cycle power generation system. </s><s> Its major use will be as the fuel for a new"
"2019-10-07","project, which entails adopting specific conservation practices, such as planting perennial grasses and producing","natural","compost, to enhance soil dynamism and better sequester carbon. </s><s> ""It''s a really exciting thing to be a part of,"" Poncia"
"2019-10-08","of quantum meruit. </s><s> Canongate scoops new nature writing The Oak Papers </s><s> Canongate is publishing a meditation on the","natural","world based on one man''s relationship with a tree, The Oak Papers by James Canton.... </s><s> Editorial director at Canongate"
"2019-10-10","and mental wellbeing. </s><s> The play trail in Lucan Demesne has been designed to encourage children to discover on the","natural","world around them and to interact with it. </s><s> The play trail is laid out to encourage movement through the park. </s><s> Each piece"
"2019-10-11","save the population in the wild. </s><s> ""Koalas only live in Australia and only eat eucalyptus leaves so the maintenance of","natural","habitat and disease resistance are vital to the future of this most popular of species."" </s><s> Dr Tarlinton and her team"
"2019-10-11","therefore, that free will does not exist. </s><s> Non-Dogmatic Philosophy. </s><s> Starts from nature and attaches itself to nature,","natural","philosophy. </s><s> Reductionism. </s><s> Several related but different philosophical positions regarding the connections"
"2019-10-11","of the surroundings and no neighbors. </s><s> The architectural concept addresses the idea of an open plan over a basement on","natural","terrain. </s><s> This was traduced in an intersection of basic geometry and a structural intersection that defines the spaces"
"2019-10-18","futures prices were range-bound this week and not trading as closely to crude oil as normal. </s><s> The November Henry Hub","natural","gas price also edged slightly upward, gaining less than one cent to close at $2.32. </s><s> Gas futures are up five percent for"
"2019-10-18",". </s><s> They later pinpointed a leak coming from a damaged hot water heater, with an open natural gas flow. </s><s> The amount of","natural","gas in the house, according to police, would have created a large enough explosion to injure or kill nearby residents,"
"2019-10-25","several product and service brands aimed at healthy haircare. </s><s> Those brands include; Growing Hands, luxury","natural","hair care salons, Silken a line of healthy hair protection accessories, NaturalU Healthy Protective Styling and"
"2019-10-29","(KIT) have signed a cooperation agreement on research into a climate-friendly means of producing hydrogen from","natural","gas. </s><s> Methane pyrolysis enables the methane in natural gas to be separated into gaseous hydrogen and solid carbon. </s><s> That"
"2019-11-03","wall providing a panorama of the landscaped gardens. </s><s> Additionally, there are eight Japanese-style onsen tubs fed by","natural","springs. </s><s> ""We wanted it to be a very traditional Japanese onsen garden, and we totally reimagined the area,"" Haykal said"
"2019-11-25","and of the joys, challenges and barriers for many people of color when it comes to appreciating and engaging with the","natural","environment,"" Thrasher-Carroll said. </s><s> Lanham''s passion for birds and the natural world developed during his"
"2019-12-12","65 acres of natural land between the preserve and Mt. </s><s> Holiday Ski Area. </s><s> Together, the parcels will create a 145-acre","natural","area for use by the public. </s><s> Mt. </s><s> Holiday - which uses part of the property for its Mud, Sweat, and Beers mountain bike race -"
"2019-12-14","a ton of parents embraced the dolls. </s><s> ""I don''t understand why people would have a problem with this. </s><s> It''s body parts, it''s","natural",","" wrote one mom. </s><s> ""Willow opened her new LOL surprise doll at a very busy restaurant and was disappointed to find she got a"
"2019-12-19","return the chemical constituents of the body to the earth, relatively slowly in traditional burial; faster with","natural","burial, and faster again in cremation and composting - ""ashes to ashes and dust to dust"". </s><s> As I argued previously, I"
"2020-01-12","him to spray me from head to toe in Fake Bake at his London studio, I know I''m in good hands. </s><s> A few hours later, I''m sporting a","natural","glow. </s><s> When my 12 weeks are up, I strip off in front of the mirror and grin. </s><s> I''m no longer a pale, hairy Mr Average, but have a"
"2020-01-14","people of Florida. </s><s> When I took office I issued a sweeping executive order outlining a bold approach to protecting our","natural","resources, improving water quality and restoring the Everglades. </s><s> I did so in part because I believe that stewardship"
"2020-01-20","regions. </s><s> ""These inhabitants had a different way of life from those in inland areas, as they were better adapted to the","natural","environment of the coast,"" Zhu said. </s><s> He cited two examples of the ocean''s impact on people''s lives: perforated shells"
"2020-01-29","be doing a science talk on mosquitoes at the event. </s><s> Reeves said he hopes to show people the really interesting facts and","natural","history behind the pesky insect. </s><s> Reeves said he initially studied moths and butterflies and found it easier to explain"
"2020-01-30","popular Red Hill Reserve. </s><s> The design has incorporated full-length windows and glass panels to create an abundance of","natural","light and an outlook to the leafy gardens and lawn areas. </s><s> The open plan design and high ceilings gives a sense of"
